@relation basefightstraining
@attribute fight_outcome {D,L,W}

@attribute fight_country {Japan,Philippines,Nicaragua,Thailand,Panama,Indonesia,Mexico,Argentina,'United Kingdom','South Africa',Brazil,France,Australia,USA,'Costa Rica',Ecuador,Colombia,Bolivia,Belgium,China,Canada,Tanzania,Spain,Chile,Russia,'Dominican Republic',Belarus,Italy,Kyrgyzstan,Kazakhstan,Venezuela,Namibia,Monaco,Laos,Georgia,Finland,Switzerland,Hungary,Germany,'Czech Republic','New Zealand',Croatia,'Puerto Rico',Singapore,Poland,Denmark,Macedonia,Ukraine,Ireland,Latvia,Slovakia,Austria,'Bosnia And Herzegovina',Slovenia,Azerbaijan,Honduras,Peru,Romania,'South Korea','United Arab Emirates',Haiti,Luxembourg,Estonia,Turkey,Netherlands,Greece,Martinique,Albania,'Trinidad And Tobago','French Polynesia',Sweden,Uruguay,Kenya,Kosovo,Serbia,Morocco,Ghana,Egypt,Uganda,Portugal,'Congo (Democratic Republic Of The)',Montenegro,Moldova,Lithuania,Algeria,Guyana,Fiji,Bulgaria,Aruba,Timor-Leste,Malta,'U.S. Virgin Islands','New Caledonia',Paraguay,Uzbekistan,Benin}

@attribute fight_scheduled {3,4,5,6,8,9,10,11,12}

@attribute fight_division {bantamweight,cruiserweight,featherweight,flyweight,heavyweight,'light flyweight','light heavyweight',lightweight,middleweight,minimumweight,'super bantamweight','super featherweight','super flyweight','super lightweight','super middleweight','super welterweight',welterweight}

@attribute boxer_localOvisitante {LOCAL,VISITANTE}
@attribute boxer_years_since_debut numeric

@attribute boxer_stance {orthodox,southpaw}
@attribute boxer_fights numeric

@attribute boxer_won numeric
@attribute Boxer_last_6_score numeric
@attribute boxer_last2 {'{w,l}','{d,l}','{l,w}','{l,l}','{w,w}','{w,d}','{d,w}','{d,d}','{l,d}'}
@attribute opponent_localOvisitante {LOCAL,VISITANTE}

@attribute opponent_years_since-debut numeric

@attribute opponent_stance {southpaw,orthodox}
@attribute opponent_fights numeric
@attribute opponent_won numeric

@attribute opponent_last6_score numeric

@attribute opponent_last2 {'{w,l}','{l,w}','{d,l}','{l,l}','{w,w}','{w,d}','{d,d}','{l,d}','{d,w}'}

@attribute boxer_age2 numeric
@attribute opponent_age2 numeric


@data
L,Canada,10,middleweight,VISITANTE,10,orthodox,32,84,6,'{w,w}',LOCAL,6,orthodox,32,94,4,'{w,w}',33,24
L,USA,12,middleweight,VISITANTE,4,orthodox,32,100,6,'{w,w}',LOCAL,9,orthodox,34,91,5,'{w,w}',28,32
W,Mexico,10,'super flyweight',LOCAL,5,orthodox,24,88,4,'{l,w}',LOCAL,2,orthodox,11,64,0,'{l,w}',21,30
W,Japan,12,'super flyweight',LOCAL,10,orthodox,28,86,4,'{w,w}',LOCAL,7,southpaw,19,68,5,'{w,w}',29,27
L,USA,6,'super lightweight',VISITANTE,2,orthodox,10,80,4,'{w,w}',LOCAL,3,orthodox,14,86,5,'{w,d}',23,24
D,Argentina,4,'super lightweight',LOCAL,2,orthodox,13,92,4,'{w,l}',LOCAL,12,orthodox,28,50,2,'{w,l}',27,36
W,USA,6,lightweight,VISITANTE,4,orthodox,15,100,6,'{w,w}',VISITANTE,11,orthodox,38,53,-6,'{l,l}',27,31
W,China,10,'light flyweight',LOCAL,7,southpaw,16,69,6,'{w,w}',VISITANTE,9,orthodox,27,89,2,'{w,l}',33,31
L,Mexico,10,welterweight,LOCAL,5,orthodox,25,80,1,'{l,w}',LOCAL,4,southpaw,18,72,0,'{w,l}',21,25
W,Italy,10,'super middleweight',LOCAL,3,orthodox,14,93,4,'{w,l}',LOCAL,2,orthodox,10,90,4,'{l,w}',28,30
W,'United Kingdom',6,'super lightweight',VISITANTE,13,southpaw,33,94,2,'{w,l}',VISITANTE,4,orthodox,28,46,2,'{w,l}',34,21
W,Australia,10,heavyweight,LOCAL,6,orthodox,24,75,5,'{w,w}',VISITANTE,6,orthodox,39,87,2,'{w,l}',30,30
W,Argentina,6,welterweight,LOCAL,5,orthodox,19,89,2,'{w,l}',LOCAL,5,orthodox,26,50,-2,'{l,w}',26,25
L,Mexico,10,'super flyweight',VISITANTE,7,orthodox,35,77,2,'{w,l}',LOCAL,7,orthodox,27,96,6,'{w,w}',27,27
D,Thailand,8,'light flyweight',LOCAL,4,orthodox,27,89,4,'{l,w}',VISITANTE,6,southpaw,21,62,1,'{d,w}',20,24
L,Denmark,6,'light heavyweight',VISITANTE,11,orthodox,39,49,-4,'{l,l}',VISITANTE,3,orthodox,7,86,4,'{w,w}',30,26
W,'United Kingdom',6,'super bantamweight',LOCAL,2,orthodox,8,100,6,'{w,w}',LOCAL,2,orthodox,8,63,0,'{l,w}',23,26
W,Russia,12,cruiserweight,LOCAL,12,orthodox,37,97,6,'{w,w}',VISITANTE,7,orthodox,30,100,6,'{w,w}',33,26
L,Ukraine,8,'light heavyweight',VISITANTE,2,southpaw,13,62,0,'{w,l}',VISITANTE,2,orthodox,8,100,6,'{w,w}',19,19
W,Philippines,8,flyweight,LOCAL,5,orthodox,13,69,1,'{d,w}',LOCAL,3,southpaw,19,21,-3,'{l,l}',22,21
W,Canada,8,'super welterweight',LOCAL,3,orthodox,13,100,6,'{w,w}',VISITANTE,7,orthodox,22,68,2,'{l,w}',27,28
W,USA,12,middleweight,VISITANTE,4,orthodox,17,94,4,'{l,w}',VISITANTE,10,southpaw,35,69,4,'{w,w}',27,27
W,USA,8,'super lightweight',VISITANTE,10,orthodox,25,92,2,'{w,l}',VISITANTE,14,orthodox,27,52,-2,'{l,l}',31,36
W,USA,6,'light heavyweight',LOCAL,7,orthodox,22,86,3,'{d,w}',LOCAL,7,orthodox,39,49,1,'{w,w}',29,31
W,'United Kingdom',6,middleweight,VISITANTE,7,orthodox,15,93,4,'{w,w}',VISITANTE,6,orthodox,33,61,0,'{l,w}',27,32
L,USA,12,'super welterweight',VISITANTE,14,orthodox,37,76,1,'{w,w}',VISITANTE,12,orthodox,41,90,0,'{l,l}',32,32
D,Italy,6,'super middleweight',LOCAL,2,orthodox,9,89,4,'{w,w}',LOCAL,4,orthodox,15,67,-2,'{l,l}',25,32
W,Philippines,10,'light flyweight',LOCAL,1,orthodox,10,70,2,'{w,l}',LOCAL,4,orthodox,22,50,-3,'{l,l}',20,25
L,Argentina,12,'super lightweight',VISITANTE,14,southpaw,51,73,2,'{l,w}',LOCAL,6,orthodox,29,97,4,'{w,w}',35,26
L,Japan,10,'super welterweight',LOCAL,9,orthodox,26,54,2,'{w,w}',LOCAL,15,southpaw,35,71,6,'{w,w}',27,36
L,Philippines,12,'super featherweight',LOCAL,6,orthodox,20,50,-1,'{l,w}',LOCAL,2,orthodox,12,100,6,'{w,w}',29,20
W,Mexico,10,'light heavyweight',LOCAL,3,orthodox,20,90,6,'{w,w}',LOCAL,3,southpaw,13,77,2,'{w,l}',20,25
L,USA,10,lightweight,VISITANTE,5,orthodox,21,95,4,'{l,w}',VISITANTE,3,orthodox,21,95,6,'{w,w}',26,19
W,Canada,8,bantamweight,LOCAL,3,orthodox,9,89,5,'{w,w}',VISITANTE,1,orthodox,10,90,4,'{w,w}',24,23
L,'United Kingdom',12,'super middleweight',VISITANTE,5,southpaw,20,85,2,'{w,w}',LOCAL,6,orthodox,22,91,2,'{l,w}',25,26
W,Italy,6,middleweight,LOCAL,6,orthodox,23,74,4,'{w,w}',VISITANTE,13,orthodox,79,14,-4,'{l,w}',33,30
W,Mexico,12,'super flyweight',LOCAL,4,orthodox,24,96,6,'{w,w}',LOCAL,5,orthodox,41,61,2,'{w,l}',23,23
L,Philippines,10,'light flyweight',LOCAL,1,orthodox,9,78,4,'{w,w}',LOCAL,5,orthodox,24,29,-6,'{l,l}',20,27
L,France,10,heavyweight,LOCAL,5,southpaw,9,33,-1,'{w,l}',LOCAL,7,orthodox,14,36,-2,'{w,l}',31,29
L,Philippines,10,flyweight,LOCAL,10,orthodox,33,24,-6,'{l,l}',LOCAL,2,orthodox,9,100,6,'{w,w}',27,19
L,Chile,12,heavyweight,VISITANTE,8,orthodox,59,69,5,'{w,w}',VISITANTE,26,orthodox,42,90,6,'{w,w}',31,47
W,USA,12,'super bantamweight',VISITANTE,11,orthodox,28,96,6,'{w,w}',VISITANTE,6,orthodox,23,91,4,'{l,w}',29,27
L,Turkey,8,middleweight,VISITANTE,1,southpaw,12,67,-2,'{w,l}',VISITANTE,3,orthodox,22,95,6,'{w,w}',25,28
W,Philippines,8,featherweight,LOCAL,2,orthodox,9,100,6,'{w,w}',VISITANTE,7,orthodox,29,62,-2,'{l,w}',21,27
D,Philippines,10,bantamweight,LOCAL,10,orthodox,48,46,0,'{w,l}',LOCAL,3,southpaw,17,100,6,'{w,w}',28,22
W,Philippines,8,bantamweight,LOCAL,3,orthodox,13,54,2,'{w,l}',LOCAL,1,orthodox,6,83,5,'{w,w}',21,19
L,Peru,12,'light flyweight',VISITANTE,4,orthodox,16,69,3,'{l,w}',LOCAL,15,orthodox,38,79,6,'{w,w}',24,38
L,Australia,10,flyweight,VISITANTE,14,southpaw,57,61,0,'{w,l}',VISITANTE,5,southpaw,22,91,5,'{d,w}',30,22
W,Thailand,12,welterweight,LOCAL,4,orthodox,13,100,6,'{w,w}',VISITANTE,6,orthodox,24,67,-2,'{w,l}',20,22
L,'United Kingdom',6,'super middleweight',LOCAL,6,orthodox,28,43,-5,'{l,l}',LOCAL,5,orthodox,10,100,6,'{w,w}',26,26
L,Japan,10,'super lightweight',LOCAL,12,southpaw,19,79,3,'{w,w}',LOCAL,8,southpaw,20,85,6,'{w,w}',31,26
W,Argentina,10,middleweight,LOCAL,8,orthodox,31,65,0,'{w,w}',LOCAL,3,orthodox,22,59,-2,'{l,w}',33,23
W,Canada,12,'super middleweight',LOCAL,4,orthodox,22,95,4,'{w,l}',VISITANTE,4,orthodox,28,79,0,'{w,w}',26,28
L,USA,10,'super bantamweight',VISITANTE,4,orthodox,25,80,-2,'{l,l}',LOCAL,2,southpaw,16,100,6,'{w,w}',21,21
W,'United Kingdom',6,lightweight,LOCAL,4,orthodox,9,89,4,'{l,w}',LOCAL,6,orthodox,17,41,-2,'{w,l}',23,25
L,USA,12,'super welterweight',LOCAL,10,southpaw,30,87,0,'{l,l}',LOCAL,6,orthodox,24,79,4,'{w,w}',32,26
L,USA,12,'super flyweight',VISITANTE,13,southpaw,43,72,5,'{w,w}',VISITANTE,9,southpaw,35,91,3,'{w,l}',28,33
L,Thailand,12,flyweight,VISITANTE,5,southpaw,11,82,2,'{w,l}',LOCAL,4,orthodox,23,78,6,'{w,w}',25,28
W,Ghana,12,'super lightweight',LOCAL,2,southpaw,8,100,6,'{w,w}',VISITANTE,7,orthodox,22,68,3,'{d,l}',26,27
W,Germany,10,cruiserweight,LOCAL,12,orthodox,35,89,6,'{w,w}',LOCAL,5,orthodox,16,56,6,'{w,w}',36,30
W,USA,10,'super lightweight',VISITANTE,5,southpaw,15,100,6,'{w,w}',VISITANTE,6,orthodox,17,76,5,'{w,w}',30,24
W,Poland,10,'light heavyweight',LOCAL,3,southpaw,15,93,6,'{w,w}',VISITANTE,7,orthodox,35,89,3,'{w,w}',25,25
W,Japan,12,flyweight,LOCAL,8,orthodox,19,84,4,'{l,w}',LOCAL,7,southpaw,19,89,6,'{w,w}',30,29
L,Mexico,8,flyweight,LOCAL,3,orthodox,24,63,0,'{w,l}',LOCAL,6,orthodox,27,85,2,'{w,l}',26,22
L,Mexico,10,welterweight,LOCAL,6,orthodox,31,87,3,'{d,w}',LOCAL,1,orthodox,10,90,5,'{w,w}',23,20
L,Thailand,12,minimumweight,VISITANTE,2,orthodox,16,81,6,'{w,w}',LOCAL,4,orthodox,18,100,6,'{w,w}',18,25
L,Canada,8,'super welterweight',VISITANTE,7,orthodox,22,68,2,'{l,w}',LOCAL,3,orthodox,13,100,6,'{w,w}',28,27
L,Argentina,8,featherweight,VISITANTE,13,orthodox,78,86,-2,'{l,l}',LOCAL,4,orthodox,26,100,6,'{w,w}',31,24
D,Italy,12,'super middleweight',VISITANTE,7,orthodox,24,83,3,'{w,w}',LOCAL,8,orthodox,24,96,6,'{w,w}',27,33
D,Nicaragua,4,'light flyweight',LOCAL,2,orthodox,10,20,-4,'{w,l}',LOCAL,2,orthodox,11,18,-3,'{l,d}',19,17
L,Italy,12,lightweight,LOCAL,7,orthodox,23,74,3,'{l,w}',LOCAL,11,southpaw,28,96,6,'{w,w}',34,37
W,Uruguay,10,'super welterweight',LOCAL,4,orthodox,30,93,4,'{w,w}',VISITANTE,4,orthodox,21,67,-1,'{l,d}',27,25
L,Argentina,4,'super featherweight',LOCAL,11,southpaw,40,28,-5,'{l,l}',LOCAL,12,orthodox,26,50,0,'{w,w}',33,36
W,USA,8,heavyweight,LOCAL,4,orthodox,17,94,4,'{w,w}',LOCAL,15,orthodox,35,66,-2,'{l,l}',30,39
L,Russia,10,lightweight,VISITANTE,7,orthodox,19,68,1,'{w,l}',LOCAL,1,orthodox,6,100,6,'{w,w}',23,19
L,Germany,12,heavyweight,VISITANTE,5,orthodox,17,94,4,'{w,l}',VISITANTE,10,orthodox,29,90,6,'{w,w}',34,32
W,Japan,12,minimumweight,LOCAL,15,orthodox,35,80,2,'{l,w}',VISITANTE,5,orthodox,31,87,3,'{w,w}',31,21
W,Brazil,12,'super middleweight',LOCAL,7,southpaw,43,65,2,'{l,w}',VISITANTE,4,orthodox,22,55,3,'{w,w}',28,30
W,Panama,6,lightweight,VISITANTE,10,orthodox,27,100,6,'{w,w}',VISITANTE,12,southpaw,18,61,2,'{w,w}',27,32
W,Canada,10,featherweight,LOCAL,7,southpaw,23,91,6,'{w,w}',VISITANTE,2,orthodox,14,86,2,'{l,w}',31,19
L,Brazil,10,'light heavyweight',LOCAL,5,orthodox,33,94,6,'{w,w}',LOCAL,9,orthodox,24,83,2,'{w,l}',33,35
W,USA,12,welterweight,LOCAL,11,orthodox,35,91,2,'{l,w}',LOCAL,11,orthodox,37,92,0,'{l,l}',29,34
L,Japan,6,flyweight,LOCAL,3,orthodox,10,40,0,'{l,l}',LOCAL,3,orthodox,8,75,3,'{l,w}',30,21
W,Mexico,10,'super featherweight',LOCAL,4,orthodox,24,96,4,'{w,w}',LOCAL,11,orthodox,35,83,2,'{l,w}',22,28
L,'United Kingdom',12,welterweight,LOCAL,9,orthodox,23,91,2,'{l,w}',VISITANTE,13,orthodox,33,94,4,'{w,w}',30,37
L,Japan,5,flyweight,LOCAL,2,orthodox,6,83,4,'{w,w}',LOCAL,2,orthodox,10,60,3,'{w,w}',22,19
W,Argentina,6,'super middleweight',LOCAL,2,orthodox,7,100,6,'{w,w}',LOCAL,2,orthodox,11,36,0,'{l,w}',22,29
W,Thailand,6,flyweight,LOCAL,9,orthodox,48,94,4,'{w,w}',VISITANTE,7,orthodox,41,41,-4,'{l,l}',29,24
D,Germany,4,'super welterweight',VISITANTE,0,orthodox,6,33,-1,'{w,l}',VISITANTE,5,orthodox,11,91,6,'{w,w}',29,24
W,'United Kingdom',12,heavyweight,VISITANTE,9,orthodox,41,98,6,'{w,w}',VISITANTE,5,orthodox,19,95,4,'{w,w}',28,35
L,Italy,6,'super bantamweight',LOCAL,3,orthodox,11,64,-2,'{l,l}',LOCAL,3,orthodox,10,90,4,'{w,w}',26,27
L,Philippines,10,featherweight,VISITANTE,3,orthodox,13,23,-4,'{l,l}',LOCAL,5,orthodox,13,92,4,'{w,w}',30,26
L,Thailand,10,'light flyweight',VISITANTE,3,orthodox,10,100,6,'{w,w}',LOCAL,7,orthodox,30,87,6,'{w,w}',20,23
W,Italy,12,lightweight,LOCAL,11,southpaw,29,97,6,'{w,w}',LOCAL,5,southpaw,15,93,6,'{w,w}',37,32
D,Japan,5,'super bantamweight',LOCAL,2,orthodox,6,67,3,'{w,w}',LOCAL,2,orthodox,8,63,2,'{w,w}',23,27
W,Thailand,8,'light flyweight',LOCAL,3,orthodox,23,91,6,'{w,w}',VISITANTE,5,orthodox,24,38,-3,'{l,d}',19,23
L,USA,6,cruiserweight,LOCAL,10,orthodox,40,60,-4,'{l,l}',LOCAL,5,orthodox,14,93,6,'{w,w}',36,24
L,USA,10,'super featherweight',LOCAL,3,southpaw,13,85,3,'{d,l}',LOCAL,2,orthodox,16,100,6,'{w,w}',21,20
L,USA,8,'super lightweight',LOCAL,4,orthodox,17,94,6,'{w,w}',LOCAL,2,orthodox,12,75,3,'{w,w}',26,24
W,Japan,8,welterweight,LOCAL,14,southpaw,22,77,3,'{w,w}',VISITANTE,4,orthodox,15,53,-1,'{w,l}',33,26
W,Japan,8,featherweight,LOCAL,7,orthodox,18,56,2,'{d,w}',LOCAL,5,orthodox,10,70,0,'{l,l}',27,24
L,USA,8,'super bantamweight',VISITANTE,5,orthodox,32,53,-6,'{l,l}',VISITANTE,5,orthodox,18,100,6,'{w,w}',26,24
W,Japan,4,bantamweight,LOCAL,3,orthodox,8,63,3,'{w,w}',LOCAL,6,orthodox,8,38,-2,'{l,w}',20,27
W,Uzbekistan,10,welterweight,LOCAL,4,orthodox,13,100,6,'{w,w}',VISITANTE,6,orthodox,22,64,2,'{w,w}',26,24
W,Argentina,4,lightweight,LOCAL,3,orthodox,11,45,4,'{w,w}',LOCAL,6,orthodox,20,50,-2,'{l,l}',29,30
L,USA,10,welterweight,VISITANTE,7,orthodox,34,91,4,'{w,w}',LOCAL,4,orthodox,17,94,4,'{w,w}',28,22
L,'United Kingdom',10,'super middleweight',LOCAL,4,orthodox,17,47,-4,'{l,l}',LOCAL,4,southpaw,14,64,0,'{l,w}',25,24
W,Japan,8,'super lightweight',LOCAL,7,southpaw,19,84,6,'{w,w}',LOCAL,5,orthodox,16,81,4,'{w,w}',25,25
L,Philippines,8,bantamweight,LOCAL,4,orthodox,15,40,0,'{l,w}',LOCAL,3,orthodox,9,78,4,'{w,l}',26,22
W,Canada,10,heavyweight,LOCAL,8,orthodox,14,57,0,'{l,l}',LOCAL,4,orthodox,8,88,4,'{w,l}',41,30
W,Argentina,10,'super featherweight',LOCAL,4,orthodox,23,96,6,'{w,w}',VISITANTE,4,orthodox,17,65,-2,'{l,l}',24,25
W,Indonesia,12,flyweight,LOCAL,5,orthodox,21,86,4,'{w,w}',LOCAL,6,orthodox,9,67,3,'{w,w}',24,27
W,Thailand,12,bantamweight,LOCAL,7,orthodox,38,97,6,'{w,w}',VISITANTE,3,orthodox,14,71,2,'{w,l}',23,21
L,Panama,8,'super flyweight',LOCAL,5,orthodox,20,75,1,'{d,l}',LOCAL,4,orthodox,14,64,2,'{w,w}',24,21
L,Canada,8,heavyweight,LOCAL,8,orthodox,7,100,6,'{w,w}',LOCAL,2,orthodox,8,100,6,'{w,w}',35,25
D,Philippines,10,'super bantamweight',LOCAL,10,southpaw,39,82,5,'{w,d}',LOCAL,10,orthodox,39,82,0,'{w,w}',25,26
D,Japan,8,featherweight,LOCAL,7,orthodox,21,76,2,'{l,w}',LOCAL,6,orthodox,16,50,1,'{l,l}',24,29
L,Spain,8,'super welterweight',VISITANTE,9,orthodox,46,59,2,'{w,w}',LOCAL,2,orthodox,14,100,6,'{w,w}',29,21
L,'United Kingdom',10,'super bantamweight',LOCAL,5,orthodox,16,81,2,'{l,w}',LOCAL,3,orthodox,8,88,5,'{w,w}',26,27
L,USA,10,'super welterweight',LOCAL,2,orthodox,16,75,2,'{w,l}',VISITANTE,5,orthodox,20,95,4,'{w,w}',19,27
L,Australia,10,lightweight,LOCAL,3,orthodox,13,62,3,'{w,w}',LOCAL,6,orthodox,17,59,0,'{w,w}',27,30
W,Japan,12,bantamweight,LOCAL,7,southpaw,19,89,6,'{w,w}',VISITANTE,15,southpaw,37,86,6,'{w,w}',30,35
L,Thailand,12,'super flyweight',VISITANTE,5,southpaw,20,65,0,'{l,w}',LOCAL,6,orthodox,31,77,4,'{w,w}',23,30
W,Japan,8,'super flyweight',LOCAL,3,orthodox,9,100,6,'{w,w}',LOCAL,12,orthodox,34,65,0,'{w,l}',20,29
W,'United Kingdom',6,cruiserweight,VISITANTE,4,orthodox,16,88,3,'{w,w}',VISITANTE,3,orthodox,12,83,2,'{l,l}',26,25
L,Indonesia,6,'super flyweight',LOCAL,11,orthodox,34,26,-6,'{l,l}',LOCAL,10,orthodox,21,33,0,'{w,w}',28,28
W,Poland,6,'super welterweight',LOCAL,1,orthodox,14,100,6,'{w,w}',VISITANTE,1,orthodox,10,30,-2,'{l,w}',24,26
L,Namibia,12,'super bantamweight',VISITANTE,11,orthodox,28,86,2,'{w,l}',LOCAL,7,orthodox,22,95,4,'{l,w}',28,33
W,USA,10,cruiserweight,LOCAL,26,orthodox,67,88,4,'{w,w}',LOCAL,9,orthodox,24,58,-2,'{l,w}',46,36
W,Germany,8,'light heavyweight',LOCAL,6,orthodox,36,94,6,'{w,w}',LOCAL,3,orthodox,15,60,2,'{l,l}',24,29
L,Germany,8,cruiserweight,VISITANTE,7,orthodox,22,73,2,'{l,w}',LOCAL,4,orthodox,15,100,6,'{w,w}',32,24
W,Japan,8,'super featherweight',LOCAL,8,orthodox,28,64,4,'{w,l}',VISITANTE,10,orthodox,65,48,-2,'{w,l}',26,29
L,Mexico,6,'super welterweight',LOCAL,11,orthodox,44,59,0,'{w,l}',LOCAL,3,orthodox,14,93,6,'{w,w}',27,22
W,Philippines,10,'super flyweight',LOCAL,2,orthodox,6,83,4,'{w,w}',LOCAL,5,orthodox,22,27,-4,'{l,l}',18,23
W,Argentina,4,cruiserweight,LOCAL,13,orthodox,42,79,4,'{w,w}',LOCAL,6,southpaw,24,38,1,'{l,w}',36,31
L,Germany,12,middleweight,VISITANTE,5,orthodox,26,100,6,'{w,w}',LOCAL,3,orthodox,21,100,6,'{w,w}',25,26
W,Argentina,12,'super flyweight',LOCAL,14,southpaw,45,93,6,'{w,w}',VISITANTE,8,orthodox,31,94,4,'{w,w}',38,28
W,Japan,6,'light flyweight',LOCAL,4,southpaw,8,88,4,'{w,w}',LOCAL,6,orthodox,8,75,2,'{w,l}',26,26
W,Belgium,8,cruiserweight,LOCAL,3,orthodox,17,94,6,'{w,w}',VISITANTE,6,orthodox,24,58,2,'{l,l}',21,32
L,Poland,10,middleweight,LOCAL,9,southpaw,32,91,0,'{w,l}',LOCAL,4,orthodox,18,100,6,'{w,w}',29,25
L,Germany,12,heavyweight,VISITANTE,8,southpaw,32,97,6,'{w,w}',VISITANTE,12,orthodox,53,94,6,'{w,w}',36,32
W,Japan,4,'super lightweight',LOCAL,3,orthodox,10,60,2,'{w,w}',LOCAL,2,orthodox,7,71,3,'{w,w}',25,25
W,Belgium,12,heavyweight,LOCAL,5,orthodox,21,95,6,'{w,w}',VISITANTE,6,orthodox,21,86,0,'{l,w}',23,35
W,Argentina,10,lightweight,LOCAL,5,orthodox,28,75,5,'{w,d}',LOCAL,6,southpaw,26,73,4,'{w,w}',24,28
D,France,6,lightweight,LOCAL,1,southpaw,7,71,4,'{w,l}',LOCAL,3,orthodox,13,38,-2,'{l,l}',25,22
W,Peru,6,flyweight,LOCAL,1,orthodox,6,100,6,'{w,w}',VISITANTE,4,southpaw,10,60,2,'{w,l}',24,26
W,USA,8,heavyweight,VISITANTE,12,orthodox,29,90,4,'{w,w}',VISITANTE,9,southpaw,22,86,2,'{w,w}',29,30
L,USA,10,'super lightweight',LOCAL,7,orthodox,23,70,2,'{w,w}',VISITANTE,8,southpaw,23,96,6,'{w,w}',26,23
W,Argentina,8,bantamweight,LOCAL,2,orthodox,9,100,6,'{w,w}',LOCAL,1,orthodox,7,100,6,'{w,w}',23,25
W,Mexico,8,bantamweight,LOCAL,11,southpaw,10,50,-2,'{l,w}',LOCAL,2,orthodox,7,86,5,'{d,w}',30,21
L,USA,8,'super bantamweight',VISITANTE,11,orthodox,23,74,1,'{w,l}',VISITANTE,2,orthodox,8,100,6,'{w,w}',27,20
W,Japan,12,'super flyweight',LOCAL,9,orthodox,27,85,4,'{w,w}',VISITANTE,9,orthodox,31,68,4,'{w,w}',28,25
L,USA,12,'super lightweight',VISITANTE,6,orthodox,30,97,4,'{w,w}',VISITANTE,5,orthodox,24,96,4,'{w,w}',26,23
W,Canada,10,cruiserweight,LOCAL,3,orthodox,10,100,6,'{w,w}',VISITANTE,10,orthodox,32,81,-2,'{l,w}',31,31
L,USA,6,'light heavyweight',VISITANTE,9,orthodox,20,30,-5,'{d,l}',LOCAL,2,orthodox,8,88,6,'{w,w}',32,23
W,'United Kingdom',4,bantamweight,LOCAL,7,orthodox,17,82,0,'{w,w}',LOCAL,1,orthodox,10,20,-3,'{l,l}',29,22
L,USA,12,'light heavyweight',LOCAL,13,orthodox,38,82,0,'{w,l}',LOCAL,6,southpaw,25,100,6,'{w,w}',33,26
L,USA,10,welterweight,VISITANTE,9,orthodox,30,73,-2,'{l,l}',LOCAL,3,orthodox,18,100,6,'{w,w}',30,22
L,Japan,8,featherweight,LOCAL,7,southpaw,21,48,-2,'{d,l}',LOCAL,4,orthodox,11,82,5,'{w,w}',24,23
W,Japan,12,bantamweight,VISITANTE,14,southpaw,36,86,6,'{w,w}',VISITANTE,6,orthodox,28,89,4,'{l,w}',34,25
L,Argentina,8,'super welterweight',LOCAL,6,orthodox,28,46,-4,'{l,l}',LOCAL,5,southpaw,29,83,1,'{w,l}',26,25
L,Japan,10,bantamweight,LOCAL,3,southpaw,8,100,6,'{w,w}',LOCAL,5,southpaw,15,87,6,'{w,w}',21,28
L,Argentina,10,bantamweight,VISITANTE,3,southpaw,17,71,3,'{w,w}',LOCAL,6,orthodox,22,100,6,'{w,w}',28,26
L,Poland,10,'super welterweight',VISITANTE,6,orthodox,22,82,0,'{l,w}',LOCAL,7,orthodox,37,97,6,'{w,w}',28,30
L,USA,8,featherweight,VISITANTE,10,orthodox,40,65,-2,'{l,l}',VISITANTE,5,southpaw,27,96,6,'{w,w}',29,24
W,Japan,8,'super welterweight',LOCAL,8,orthodox,12,67,4,'{w,w}',LOCAL,13,orthodox,31,61,-1,'{d,l}',27,33
L,'United Kingdom',3,middleweight,LOCAL,11,orthodox,7,100,6,'{w,w}',LOCAL,6,orthodox,11,100,6,'{w,w}',29,27
L,Thailand,10,minimumweight,VISITANTE,11,orthodox,50,40,-6,'{l,l}',LOCAL,6,orthodox,30,100,6,'{w,w}',26,27
L,Mexico,12,bantamweight,LOCAL,7,orthodox,31,90,0,'{w,w}',LOCAL,3,southpaw,11,82,6,'{w,w}',23,20
L,'United Kingdom',10,featherweight,LOCAL,4,orthodox,16,69,-2,'{l,l}',LOCAL,3,orthodox,12,92,4,'{w,w}',24,22
W,USA,8,'super welterweight',LOCAL,5,orthodox,24,83,2,'{w,l}',VISITANTE,7,orthodox,18,56,-3,'{l,l}',24,31
W,USA,8,'super lightweight',LOCAL,5,southpaw,21,95,6,'{w,w}',LOCAL,11,orthodox,32,66,-2,'{w,l}',28,34
W,'South Africa',12,minimumweight,LOCAL,4,southpaw,15,100,6,'{w,w}',VISITANTE,5,southpaw,27,67,2,'{l,w}',22,21
L,Japan,8,'super bantamweight',LOCAL,8,orthodox,24,46,1,'{d,w}',LOCAL,11,orthodox,28,61,5,'{w,d}',27,30
W,Russia,12,middleweight,LOCAL,1,orthodox,11,100,6,'{w,w}',VISITANTE,5,orthodox,23,65,-1,'{l,w}',21,23
W,Japan,10,lightweight,LOCAL,3,orthodox,13,92,6,'{w,w}',LOCAL,5,orthodox,20,85,6,'{w,w}',24,24
W,USA,8,heavyweight,LOCAL,7,orthodox,34,94,4,'{w,w}',LOCAL,7,orthodox,16,75,4,'{w,l}',34,32
W,Philippines,12,minimumweight,LOCAL,3,orthodox,19,79,4,'{w,w}',LOCAL,5,orthodox,17,65,-3,'{l,l}',19,22
W,Japan,8,welterweight,LOCAL,2,orthodox,6,83,4,'{w,l}',LOCAL,7,orthodox,8,63,2,'{w,w}',28,25
